AccID	Location	Exon	R900_Junc_Inclusive::Exclusive	Y58S_Junc_Inclusive::Exclusive	R900_Exp_Inclusive::Exclusive	Y58S_Exp_Inclusive::Exclusive	delta_PSI	P-Value	FDR	SplicingType
LOC_Os01g43380	Chr1:24815693-24815698	7	1205::50	1276::53	1102::974	1174::1010	3.89712781679874E-5	0.9999999634160127	1.0	A3SS
LOC_Os06g44380	Chr6:26789509-26789520	6	511::5	546::12	496::445	532::469	0.01181545386346583	0.9999999634886227	1.0	A3SS
LOC_Os02g03040	Chr2:1194741-1194748	4	0::3676	0::2130	2100::4752	1369::3047	0.0	0.9999999636121806	1.0	A3SS
LOC_Os02g17850	Chr2:10332200-10332264	3	2808::37	2257::30	1316::1439	1070::1149	1.1234893026457193E-4	0.9999999636315802	1.0	Cassette
LOC_Os02g29160	Chr2:17284140-17284256	6	246::84	238::86	305::412	266::369	0.010886644219977537	0.9999999636483654	1.0	Cassette
LOC_Os10g35090	Chr10:18720010-18720093	3	843::11	741::6	645::294	554::244	-0.004851634786581238	0.9999999637173873	1.0	Cassette
LOC_Os01g57550	Chr1:33245805-33245810	3	260::35	206::26	246::302	201::260	-0.006575102279368861	0.9999999637273778	1.0	A3SS
LOC_Os03g56630	Chr3:32256732-32256785	before first	1195::2	1123::2	942::853	892::778	1.058811276537508E-4	0.9999999637509985	1.0	A5SS
LOC_Os07g10350	Chr7:5552884-5552926	4	1331::56	1432::67	1429::1154	1521::1240	0.004321554432106356	0.9999999637986362	1.0	A5SS
LOC_Os12g36720	Chr12:22488650-22489335	3	1325::5	1160::5	995::450	799::358	5.324469973215784E-4	0.9999999638045157	1.0	A5SS
LOC_Os05g46030	Chr5:26688825-26688871	4	394::10	569::30	361::327	522::465	0.025330997206565398	0.9999999639364027	1.0	A5SS
LOC_Os10g32520	Chr10:17032067-17032147	1-2	9::509	9::667	26::183	31::229	0.004060907907061753	0.9999999639443795	1.0	AltStart
LOC_Os09g33960	Chr9:20050425-20050458	5	0::373	1::425	87::478	81::493	-0.002347417840375587	0.9999999639731292	1.0	A3SS
LOC_Os05g48220	Chr5:27641334-27641339	3	11::6721	17::6526	4341::6630	4216::6458	-9.638125828978707E-4	0.9999999639788466	1.0	A5SS
LOC_Os03g06900	Chr3:3491958-3491996	16-17	382::0	478::0	251::218	290::255	0.0	0.9999999639919737	1.0	Cassette
LOC_Os10g42400	Chr10:22821175-22821300	7	73::0	93::0	98::121	113::120	0.0	0.9999999640409192	1.0	A3SS
LOC_Os01g69120	Chr1:40177539-40177573	6	237::16	256::12	315::372	351::421	-0.018464987316382464	0.9999999640784215	1.0	A3SS
LOC_Os09g33600	Chr9:19827340-19827356	12	18::961	17::999	281::891	290::995	0.0016538248091817927	0.9999999640981303	1.0	A3SS
LOC_Os12g13130	Chr12:7309132-7309137	6	1037::175	1161::183	1094::1071	1366::1300	-0.008228724658180142	0.9999999641358455	1.0	A5SS
LOC_Os12g43370	Chr12:26908306-26908314	8	3089::67	2730::49	3216::3543	2829::3061	-0.00359716249565023	0.9999999641403371	1.0	A3SS
LOC_Os04g03990	Chr4:1838315-1838320	4	20::537	21::505	213::646	199::574	-0.003941554614548662	0.9999999642066205	1.0	A3SS
LOC_Os04g47190	Chr4:28029552-28029557	3	360::14	247::3	363::464	273::304	-0.02543315508021393	0.9999999642786259	1.0	A3SS
LOC_Os06g11180	Chr6:5866850-5866932	6	1797::22	1912::17	984::833	1043::859	-0.0032817010468668695	0.9999999642865922	1.0	Cassette
LOC_Os07g22390	Chr7:12567533-12567544	4	19::2661	18::2099	1128::2262	895::1821	-0.0014090313305991295	0.9999999643127307	1.0	A5SS
LOC_Os12g32820	Chr12:19836392-19836403	2	344::15	295::13	303::365	264::311	4.250624027782868E-4	0.9999999644919656	1.0	A3SS
LOC_Os12g18200	Chr12:10511261-10511341	5-6	14::1035	19::1044	30::869	26::841	-0.004527897823219175	0.9999999646509139	1.0	AltEnd
LOC_Os06g50724	Chr6:30672598-30673353	8	174::2	202::1	6::12	6::12	-0.007747895516881487	0.9999999646529009	1.0	AltEnd
LOC_Os08g27824	Chr8:16958085-16958176	2	71::28	80::27	181::480	218::509	-0.030491834230152004	0.9999999647016251	1.0	A3SS
LOC_Os07g47284	Chr7:28269198-28269273	4	14::141	7::91	273::608	217::478	0.01889400921658986	0.9999999648241829	1.0	A3SS
LOC_Os06g05880	Chr6:2691605-2691666	2	9229::0	10859::24	8167::8809	9370::10309	0.0022052742809887116	0.9999999648564217	1.0	A3SS
LOC_Os06g07905	Chr6:3843700-3843771	10	3102::14	2371::7	495::347	157::118	-0.001021193734088377	0.9999999648619224	1.0	Cassette
LOC_Os02g20950	Chr2:12387418-12387437	2	1580::16	1762::10	1508::1419	1704::1623	-0.004381721798853766	0.9999999648619725	1.0	A5SS
LOC_Os03g19480	Chr3:10957344-10957354	6	172::7	151::4	184::272	150::241	-0.013299693638493482	0.9999999649570523	1.0	A3SS
LOC_Os03g15180	Chr3:8301016-8301041	10	187::8	313::21	201::336	321::495	0.021848610471364993	0.9999999649886583	1.0	A3SS
LOC_Os04g51830	Chr4:30735471-30735509	2	103::1	114::3	134::87	137::91	0.01602564102564108	0.9999999651284558	1.0	A3SS
LOC_Os03g62750	Chr3:35516640-35516682	12	39::1220	31::1045	81::1480	63::1258	0.0021419720304478723	0.9999999652433033	1.0	A5SS
LOC_Os02g02110	Chr2:624063-624167	2-3	669::0	601::0	368::303	327::247	0.0	0.9999999652713889	1.0	Cassette
LOC_Os08g32600	Chr8:20189835-20189910	9	33::797	54::1128	84::926	121::1340	-0.005926243043238945	0.99999996541164	1.0	A5SS
LOC_Os06g50715	Chr6:30687707-30687742	1-2	784::3	939::1	377::338	527::419	-0.0031811384154581956	0.9999999654187919	1.0	A3SS
LOC_Os03g13130	Chr3:7091412-7091485	10-11	4::841	1::845	18::375	22::406	0.0035530902663769796	0.9999999654368376	1.0	Cassette_multi
LOC_Os02g58560	Chr2:35799495-35799514	4	11::2844	7::2788	359::2400	350::2416	0.0013488653424427112	0.9999999655021046	1.0	A3SS
LOC_Os07g37810	Chr7:22674121-22674131	13	2272::19	2021::21	1664::2750	1474::2460	0.0019892981525474474	0.999999965559699	1.0	A3SS
LOC_Os05g49170	Chr5:28214288-28214340	6	11::593	26::839	91::613	120::864	-0.011845882938406768	0.9999999657080599	1.0	A3SS
LOC_Os03g30430	Chr3:17347646-17347682	3	43326::60	41688::98	59214::37096	57124::36784	9.508322209397235E-4	0.9999999657864731	1.0	Cassette
LOC_Os03g46090	Chr3:26065473-26065560	3	1::128	1::158	60::1273	70::1438	0.0014626298083954947	0.9999999658172523	1.0	A3SS
LOC_Os06g40790	Chr6:24333910-24333925	8-9	11::661	14::594	99::372	100::328	-0.006657268170426063	0.9999999658872014	1.0	Cassette
LOC_Os03g62720	Chr3:35496492-35496510	4	9::459	16::471	41::489	45::468	-0.013623440214815985	0.9999999659361396	1.0	A3SS
LOC_Os01g46970	Chr1:26803323-26803405	2-3	1::796	0::337	48::814	27::353	0.0012531328320802009	0.9999999659776981	1.0	MXE
LOC_Os07g04210	Chr7:1844094-1844191	8	277::29	187::13	267::338	192::230	-0.025119500536533	0.9999999660356365	1.0	A3SS
LOC_Os02g02530	Chr2:906780-906854	1	1405::37	1090::28	1708::434	1358::379	-6.140844930638822E-4	0.9999999660568529	1.0	A5SS
LOC_Os02g14110	Chr2:7708152-7708170	4	97::3699	90::3491	360::4459	367::4362	4.205693966723434E-4	0.9999999661339941	1.0	A3SS
LOC_Os10g42840	Chr10:23100762-23100774	5	8135::4	9514::11	6693::3367	7819::4034	6.632730743713067E-4	0.9999999661689161	1.0	A3SS
LOC_Os07g19460	Chr7:11509284-11509294	2	460::10	440::14	296::320	271::318	0.00956040866060548	0.9999999662179936	1.0	A5SS
LOC_Os06g14740	Chr6:8310986-8311109	30	2226::8	1396::8	1790::1281	1140::813	0.0021169851071373147	0.9999999662520372	1.0	A5SS
LOC_Os02g39800	Chr2:24053859-24054732	before first	0::786	2::771	105::627	130::655	-0.00258732212160414	0.9999999663149898	1.0	A5SS
LOC_Os04g30760	Chr4:18384327-18384372	5	6833::8	6201::2	2638::2935	2402::2709	-8.469950422440586E-4	0.9999999663209826	1.0	Cassette
LOC_Os06g03970	Chr6:1610438-1610477	23	5940::15	7518::18	5126::5734	6614::7277	-1.3067356373541728E-4	0.9999999664508247	1.0	A3SS
LOC_Os01g07110	Chr1:3347012-3347029	24	673::2	766::12	548::615	615::691	0.01246120156145869	0.9999999664555976	1.0	A3SS
LOC_Os02g05790	Chr2:2859481-2859512	6	3081::0	2450::4	2761::2003	2240::1624	0.001628332994097259	0.999999966545021	1.0	A5SS
LOC_Os05g51140	Chr5:29337303-29339425	3	13043::8	11669::3	4037::3684	3495::3353	-3.5597650724406016E-4	0.9999999666517402	1.0	Cassette_multi
LOC_Os03g01130	Chr3:101086-101537	1	5::1065	9::931	18::1995	24::2028	-0.004901570888844701	0.9999999666603985	1.0	A5SS
LOC_Os08g33830	Chr8:21175419-21175449	8	2436::14	2733::15	2834::3067	2751::2985	-2.5577043044289205E-4	0.9999999667394229	1.0	A3SS
LOC_Os01g74580	Chr1:43190131-43190136	3	50::374	44::337	304::517	284::479	0.0024389639974248534	0.9999999668192657	1.0	A3SS
LOC_Os08g07960	Chr8:4499775-4499788	8	2923::14	2422::14	2439::3113	1957::2611	9.803576250689838E-4	0.9999999668383172	1.0	A3SS
LOC_Os04g39840	Chr4:23733337-23733361	1	231::5	213::10	402::336	407::379	0.023656608649388122	0.9999999668593061	1.0	A5SS
LOC_Os07g37750	Chr7:22643611-22643639	5	0::732	0::788	11::771	7::863	0.0	0.9999999668826175	1.0	MXE
LOC_Os09g39640	Chr9:22748578-22748689	3-4	333::0	314::0	161::217	163::185	0.0	0.9999999669310182	1.0	Cassette
LOC_Os07g43070	Chr7:25805074-25805080	4	4949::19	6818::20	4380::4802	5951::6866	-8.996448283934422E-4	0.9999999669805217	1.0	A5SS
LOC_Os01g06270	Chr1:2978037-2978051	3	323::9	395::18	284::340	344::407	0.016475101374019085	0.9999999671125526	1.0	A3SS
LOC_Os02g49720	Chr2:30394338-30394373	6	10092::11	2675::0	9378::14592	2526::4293	-0.0010887316276537717	0.9999999672025309	1.0	Cassette
LOC_Os11g32390	Chr11:19130134-19130201	1	76::0	78::0	168::164	160::156	0.0	0.9999999673177405	1.0	A5SS
LOC_Os05g03574	Chr5:1516383-1516483	2	168::0	110::0	134::154	84::107	0.0	0.9999999673261744	1.0	Cassette
LOC_Os05g02120	Chr5:636357-636364	6	251::81	197::68	190::322	145::285	0.012627869970447847	0.9999999673287973	1.0	A3SS
LOC_Os06g46240	Chr6:28009848-28010467	7	441::65	348::44	537::816	398::618	-0.016213600064531764	0.9999999673349897	1.0	Cassette
LOC_Os06g27800	Chr6:15741125-15741135	3	402::0	367::4	358::429	311::353	0.010781671159029615	0.9999999673784116	1.0	A3SS
LOC_Os02g14770	Chr2:8180796-8180854	7	2453::11	2552::14	2148::1909	2228::1891	9.91362518974248E-4	0.9999999674936583	1.0	A3SS
LOC_Os05g05200	Chr5:2531942-2531953	10	48::340	46::385	114::379	103::367	0.01698280192312293	0.9999999676663791	1.0	A3SS
LOC_Os08g25390	Chr8:15443521-15443601	12-13	9::1216	3::1262	11::1229	8::1283	0.004975397273533919	0.9999999676664821	1.0	AltStart
LOC_Os08g01920	Chr8:564219-564266	13	520::51	471::43	500::614	477::563	-0.005659400192167485	0.9999999676982766	1.0	A5SS
LOC_Os05g30340	Chr5:17583146-17583226	2	197::14	155::10	231::14	172::12	-0.0057446502944134	0.9999999677113254	1.0	AltStart
LOC_Os03g01810	Chr3:498023-498028	2	11::1223	6::1241	289::1143	298::1127	0.004102552771708828	0.999999967828573	1.0	A3SS
LOC_Os05g06670	Chr5:3464740-3464757	2	260::19	224::9	247::292	218::259	-0.029473748980878955	0.9999999679044119	1.0	A5SS
LOC_Os01g61720	Chr1:35712664-35712752	4	0::1546	0::1716	135::131	184::163	0.0	0.9999999679445024	1.0	AltStart
LOC_Os09g24570	Chr9:14630525-14630545	9	950::15	949::10	970::1097	981::1056	-0.005116512775073412	0.9999999679460396	1.0	A3SS
LOC_Os02g54510	Chr2:33387051-33387136	2	1::270	0::223	14::101	6::103	0.0036900369003690036	0.9999999681283855	1.0	AltStart
LOC_Os12g41880	Chr12:25954055-25954617	6	21::272	18::271	54::322	41::316	0.009388617924584008	0.9999999681994229	1.0	A3SS
LOC_Os01g60910	Chr1:35229696-35229706	2	184::3	172::9	134::374	123::324	0.03368097615741428	0.9999999683539075	1.0	A3SS
LOC_Os08g12830	Chr8:7609074-7609191	7	608::0	656::0	258::294	293::288	0.0	0.9999999683681823	1.0	Cassette
LOC_Os03g04320	Chr3:1992688-1992784	4-5	157::0	167::0	136::148	116::150	0.0	0.9999999684306224	1.0	Cassette
LOC_Os03g28270	Chr3:16257971-16257995	9	0::109	0::70	21::149	14::100	0.0	0.9999999684502469	1.0	A3SS
LOC_Os02g56200	Chr2:34373411-34373423	16	1261::80	1489::85	1072::1462	1255::1719	-0.005654431112589342	0.9999999684559857	1.0	A3SS
LOC_Os09g37910	Chr9:21856973-21856984	1	0::12655	22::11787	4737::2622	4423::2480	-0.0018628281117696868	0.9999999684616632	1.0	A5SS
LOC_Os11g32260	Chr11:19062938-19062944	16	3054::72	2181::40	1481::3312	1076::2419	-0.005190327339443135	0.9999999685267644	1.0	A3SS
LOC_Os03g11490	Chr3:5959108-5959175	11	15::920	24::1200	472::1004	624::1159	-0.0035822021116138775	0.9999999685656885	1.0	Cassette
LOC_Os01g36229	Chr1:20043563-20043633	3	1498::17	1752::12	1342::667	1655::774	-0.004418401023775886	0.9999999685970299	1.0	Cassette
LOC_Os01g15790	Chr1:8898421-8898440	14	1280::51	1173::36	1310::578	1183::545	-0.008511613350323133	0.9999999686252472	1.0	A3SS
LOC_Os04g41110	Chr4:24383881-24383937	9	1059::9	591::13	1099::1537	641::894	0.013096212515812278	0.9999999686420543	1.0	A5SS
LOC_Os11g42000	Chr11:25261280-25261285	7	1431::38	1448::34	1186::1657	1186::1644	-0.002925967061970791	0.9999999686431995	1.0	A3SS
LOC_Os02g48340	Chr2:29595059-29595086	1	10::291	2::197	88::300	64::211	0.02317234010584484	0.9999999686709187	1.0	A5SS
LOC_Os08g20570	Chr8:12350870-12350920	1	132::0	70::2	214::204	126::133	0.02777777777777779	0.9999999687407141	1.0	A5SS
LOC_Os01g43540	Chr1:24940994-24940999	6	4908::4	7361::15	3295::4879	4886::7177	0.0012192903120958887	0.9999999687451172	1.0	A3SS
LOC_Os01g16170	Chr1:9137900-9137998	5	2122::10	889::0	1136::1075	469::454	-0.004690431519699834	0.999999968756288	1.0	Cassette_multi
LOC_Os03g25270	Chr3:14432646-14432967	3	5::310	3::297	42::634	31::578	0.005873015873015872	0.9999999688569776	1.0	Cassette
LOC_Os02g29220	Chr2:17339258-17339338	2-3	94::0	93::0	82::6	81::6	0.0	0.9999999688986112	1.0	AltStart
LOC_Os01g04880	Chr1:2268550-2268557	7	25::186	19::200	59::254	49::247	0.03172542145469498	0.9999999689523211	1.0	A3SS
LOC_Os08g16710	Chr8:10218508-10218657	2	62::1	286::19	42::26	191::86	0.04642206609419719	0.9999999689948945	1.0	Cassette
LOC_Os02g46920	Chr2:28629221-28629280	4	4::227	7::173	1745::1779	1836::1784	-0.021572871572871574	0.9999999691150623	1.0	A3SS
LOC_Os10g40780	Chr10:21885120-21885127	50	6109::4	7115::8	3659::6768	4209::7703	4.688325931794246E-4	0.9999999691260429	1.0	A3SS
LOC_Os05g01120	Chr5:102082-102089	4	1065::15	264::2	646::924	166::225	-0.0063700918964075814	0.9999999691261509	1.0	A5SS
LOC_Os02g26614	Chr2:15627147-15627534	8	0::352	0::418	256::2624	271::2632	0.0	0.9999999691438136	1.0	Cassette_multi
LOC_Os01g48720	Chr1:27944486-27944516	12	3493::34	3116::30	3237::1351	2858::1168	-1.0400198559079588E-4	0.9999999691933131	1.0	A3SS
LOC_Os10g33970	Chr10:18106684-18106764	2	5::1044	10::1168	20::470	27::527	-0.003722520113747267	0.9999999691989612	1.0	AltStart
LOC_Os02g02424	Chr2:857402-859464	2	26::662	34::976	41::890	49::1189	0.004127331337784937	0.9999999692036553	1.0	A3SS
LOC_Os03g08570	Chr3:4411395-4411418	6	372::45	367::43	443::479	443::496	-0.0030356202842604096	0.9999999692218156	1.0	A3SS
LOC_Os06g03700	Chr6:1462903-1462960	6	91::8	74::5	224::188	173::172	-0.01751694156757444	0.9999999692304214	1.0	Cassette
LOC_Os07g33050	Chr7:19738662-19738795	5	1291::12	1770::28	531::664	706::913	0.006370404744194369	0.9999999692562032	1.0	Cassette
LOC_Os09g37930	Chr9:21871210-21871272	17	0::325	0::190	9::353	8::212	0.0	0.9999999693140319	1.0	Cassette
LOC_Os01g54910	Chr1:31580970-31580990	13	1462::15	1315::16	1494::1463	1327::1289	0.0018653157582302349	0.9999999693462288	1.0	A3SS
LOC_Os01g65920	Chr1:38276168-38276192	4	5317::16	5213::21	5459::4599	5271::4306	0.0010125774664000442	0.9999999693665679	1.0	A3SS
LOC_Os02g05720	Chr2:2816012-2816049	2	0::302	2::326	94::319	123::359	-0.006097560975609756	0.9999999693710262	1.0	A3SS
LOC_Os08g02080	Chr8:683563-683592	3	6820::25	6761::22	7163::7873	7172::8142	-4.0889832539070525E-4	0.9999999693780881	1.0	A3SS
LOC_Os02g32290	Chr2:19070974-19070979	5	2760::13	2400::15	1697::1355	1469::1147	0.0015231166550566666	0.9999999694737934	1.0	A5SS
LOC_Os06g45110	Chr6:27282863-27282961	3	814::10	788::5	419::463	389::409	-0.005830752090500657	0.9999999696442696	1.0	Cassette
LOC_Os06g47580	Chr6:28814745-28815024	4	65::260	63::253	110::355	107::326	6.329113924050667E-4	0.999999969696133	1.0	A3SS
LOC_Os01g36950	Chr1:20600181-20600874	3	3844::0	2189::0	318::2241	184::1460	0.0	0.9999999697587635	1.0	Cassette_multi
LOC_Os05g02020	Chr5:579779-580281	1	250::0	249::0	437::494	477::572	0.0	0.9999999697886137	1.0	A5SS
LOC_Os03g20190	Chr3:11414859-11414922	1	106::0	104::0	128::69	121::82	0.0	0.9999999697922277	1.0	A5SS
LOC_Os02g55530	Chr2:34005372-34005441	13	345::43	341::39	401::496	429::577	-0.00819316332067288	0.9999999698322701	1.0	A3SS
LOC_Os06g47770	Chr6:28911139-28911168	11	9::500	12::396	47::538	47::418	-0.011730035825725182	0.9999999698406825	1.0	A5SS
LOC_Os03g48160	Chr3:27404026-27404090	5	0::76	0::60	6::102	7::79	0.0	0.9999999698582983	1.0	Cassette
LOC_Os06g02028	Chr6:588152-588389	2	2092::6	2101::6	1061::917	1049::960	-1.2215851379226983E-5	0.9999999699083005	1.0	Cassette
LOC_Os05g04340	Chr5:1976334-1976345	4	2036::10	1720::2	1320::1715	1102::1449	-0.0037261453469163985	0.9999999699723214	1.0	A5SS
LOC_Os11g47930	Chr11:28902053-28902171	6	795::3	748::8	870::469	784::399	0.006822612085769952	0.9999999699818727	1.0	A3SS
LOC_Os03g05020	Chr3:2439558-2439573	10	3412::4	3942::2	3633::3417	4252::3813	-6.638607958728837E-4	0.9999999699994437	1.0	A3SS
LOC_Os04g44590	Chr4:26388261-26388444	3	815::62	927::63	628::445	740::501	-0.007059189385301146	0.9999999700233316	1.0	Cassette
LOC_Os10g38980	Chr10:20779785-20779917	8	724::0	693::4	4525::1134	4652::1174	0.0057388809182209455	0.9999999701149507	1.0	A3SS
LOC_Os03g40010	Chr3:22222940-22222949	6	6025::8	6785::15	5453::7817	6223::9075	8.798422402277462E-4	0.9999999702039754	1.0	A3SS
LOC_Os02g10490	Chr2:5515327-5515393	8	286::0	380::0	323::303	467::477	0.0	0.9999999702587815	1.0	A3SS
LOC_Os01g16354	Chr1:9276354-9276374	6	5::1047	7::851	106::1065	82::889	-0.0034056564474815422	0.9999999703005924	1.0	A5SS
LOC_Os06g30894	Chr6:17947126-17947211	1	0::542	0::537	11::432	6::417	0.0	0.9999999703202054	1.0	AltStart
LOC_Os06g47770	Chr6:28910989-28911069	11-12	9::500	12::396	6::679	6::625	-0.011730035825725182	0.9999999703342252	1.0	AltEnd
LOC_Os08g34060	Chr8:21351106-21351114	20	15::791	6::706	412::994	341::852	0.010183455544093455	0.9999999704127953	1.0	A3SS
LOC_Os03g18454	Chr3:10353728-10353761	7	9::1232	10::999	11::1385	12::1109	-0.0026585868201496757	0.9999999704402861	1.0	Cassette
LOC_Os03g18270	Chr3:10244536-10244544	4	755::11	542::8	569::1271	417::968	1.851412295276189E-4	0.9999999706004841	1.0	A3SS
LOC_Os12g37860	Chr12:23266409-23266514	3	1585::3	1775::9	1380::1315	1495::1348	0.00315567428358432	0.9999999706723773	1.0	A3SS
LOC_Os03g16470	Chr3:9080685-9080939	3	204::4	295::1	126::10	199::13	-0.015852390852390874	0.999999970738859	1.0	AltEnd
LOC_Os08g05690	Chr8:3053846-3053862	8-9	138::24	84::18	157::184	112::118	0.028322440087146017	0.9999999707804437	1.0	A5SS
LOC_Os02g33860	Chr2:20182474-20182497	1	799::23	607::17	810::498	620::416	-7.369455362156163E-4	0.9999999708357146	1.0	A5SS
LOC_Os03g11140	Chr3:5744208-5744228	23	9::116	14::111	597::802	909::1197	-0.04000000000000001	0.9999999708664707	1.0	A3SS
LOC_Os03g29910	Chr3:17042987-17043014	1	3460::8	3993::6	3703::333	4305::385	-8.064299811977316E-4	0.9999999708788396	1.0	A5SS
LOC_Os07g49520	Chr7:29659317-29659351	4	2061::26	1938::35	1959::2282	1838::2083	0.005281409230651124	0.9999999709027292	1.0	A3SS
LOC_Os07g05470	Chr7:2541095-2541102	7	1376::14	1251::16	1067::1363	970::1250	0.002556313276135258	0.999999970997236	1.0	A3SS
LOC_Os03g18440	Chr3:10353728-10353761	19-20	9::1227	10::995	11::1307	12::1064	-0.0026686953581606526	0.9999999710185301	1.0	Cassette
LOC_Os11g03970	Chr11:1608242-1608292	12	0::1549	0::2594	99::1691	153::2273	0.0	0.9999999710429197	1.0	A5SS
LOC_Os01g16660	Chr1:9447788-9447967	8	3::435	0::342	15::504	18::430	0.00684931506849315	0.9999999710820817	1.0	AltEnd
LOC_Os01g31470	Chr1:17215945-17215980	6	71::748	72::684	184::860	170::788	-0.008547008547008544	0.9999999711311061	1.0	A3SS
LOC_Os01g71320	Chr1:41308350-41308424	4	3957::7	4741::12	2089::2164	2438::2470	7.5874248857144E-4	0.9999999711478638	1.0	Cassette
LOC_Os09g08710	Chr9:4578279-4578350	2	627::0	760::0	474::756	562::961	0.0	0.9999999712084597	1.0	Cassette_multi
LOC_Os02g13970	Chr2:7625239-7625249	10	94::6	123::4	118::150	140::148	-0.028503937007874014	0.9999999712217866	1.0	A3SS
LOC_Os03g34040	Chr3:19414243-19414369	3	5::691	2::810	21::593	17::664	0.004720853858784893	0.9999999713028641	1.0	Cassette
LOC_Os06g49310	Chr6:29878486-29878527	3	123::10	154::12	157::205	168::218	-0.002898813298305991	0.9999999713559752	1.0	A3SS
LOC_Os02g34430	Chr2:20625311-20625325	6	12::304	18::428	98::332	142::400	-0.002384060850315034	0.9999999714003229	1.0	A3SS
LOC_Os05g47930	Chr5:27474543-27474599	11	81::520	69::478	463::1226	394::1072	0.00863277839797777	0.9999999714550607	1.0	A5SS
LOC_Os05g43790	Chr5:25459434-25459439	4	215::23	184::22	133::274	101::225	0.010157461042669458	0.999999971523821	1.0	A3SS
LOC_Os03g21980	Chr3:12593443-12593523	5-6	9::408	9::376	30::215	28::203	-0.001793889563673736	0.9999999716681954	1.0	AltStart
LOC_Os03g17310	Chr3:9637796-9637821	6	4312::11	4087::12	4386::5367	4244::5242	5.046230735642476E-4	0.9999999719412647	1.0	A5SS
LOC_Os06g37340	Chr6:22066963-22067002	7-8	525::8	275::5	499::492	260::263	0.002847761994103526	0.9999999719618748	1.0	A3SS
LOC_Os05g03780	Chr5:1678057-1678137	1-2	16::1160	12::880	40::784	29::636	1.525273786644691E-4	0.9999999720158114	1.0	AltStart
LOC_Os03g49400	Chr3:28118317-28118324	3	661::20	724::17	420::658	455::728	-0.006426605313690881	0.9999999720174638	1.0	A3SS
LOC_Os01g56590	Chr1:32636342-32636520	21-22	1648::0	1532::0	894::677	857::597	0.0	0.9999999720248312	1.0	Cassette
LOC_Os02g43720	Chr2:26388077-26388326	4	580::11	637::7	371::335	410::346	-0.007742955933200846	0.9999999720353752	1.0	Cassette_multi
LOC_Os07g48970	Chr7:29306693-29306739	8	310::44	295::42	329::430	300::355	3.352948079599072E-4	0.9999999720430504	1.0	A5SS
LOC_Os01g48210	Chr1:27628675-27628719	12	2136::0	1971::0	956::1019	889::1010	0.0	0.9999999720770731	1.0	Cassette
